SequenceLength,SequentialTime(ms),ParallelTime(ms),NumThreads
293,19,14,8
294,14,14,2
294,14,13,3
294,14,14,4
294,14,18,6
294,14,10,6
294,14,9,8
295,9,12,2
295,9,13,3
295,9,11,4
295,9,10,6
295,9,7,6
295,9,11,8
296,12,14,2
296,12,10,3
296,12,9,4
296,12,10,6
296,12,9,6
296,12,7,8
297,12,13,2
297,12,12,3
297,12,8,4
297,12,10,6
297,12,11,6
297,12,7,8
298,12,14,2
298,12,15,3
298,12,14,4
298,12,20,6
298,12,9,6
298,12,20,8
299,15,15,2
299,15,17,3
299,15,11,4
299,15,9,6
299,15,7,6
299,15,12,8
300,13,13,2
300,13,14,3
300,13,13,4
300,13,7,6
300,13,11,6
300,13,11,8
301,12,11,2
301,12,11,3
301,12,9,4
301,12,10,6
301,12,10,6
301,12,11,8
302,10,12,2
302,10,13,3
302,10,11,4
302,10,9,6
302,10,8,6
302,10,10,8
303,12,13,2
303,12,12,3
303,12,8,4
303,12,12,6
303,12,10,6
303,12,7,8
304,10,12,2
304,10,13,3
304,10,10,4
304,10,9,6
304,10,10,6
304,10,11,8
305,12,11,2
305,12,15,3
305,12,8,4
305,12,11,6
305,12,10,6
305,12,9,8
306,11,13,2
306,11,13,3
306,11,11,4
306,11,8,6
306,11,9,6
306,11,12,8
307,12,13,2
307,12,14,3
307,12,12,4
307,12,11,6
307,12,8,6
307,12,9,8
308,13,13,2
308,13,11,3
308,13,8,4
308,13,10,6
308,13,11,6
308,13,7,8
309,15,12,2
309,15,13,3
309,15,10,4
309,15,8,6
309,15,10,6
309,15,12,8
310,13,15,2
310,13,16,3
310,13,13,4
310,13,9,6
310,13,10,6
310,13,12,8
311,13,15,2
311,13,14,3
311,13,11,4
311,13,8,6
311,13,14,6
311,13,18,8
312,21,44,2
312,21,22,3
312,21,24,4
312,21,20,6
312,21,14,6
312,21,14,8
313,15,13,2
313,15,13,3
313,15,12,4
313,15,7,6
313,15,11,6
313,15,11,8
314,13,14,2
314,13,10,3
314,13,9,4
314,13,10,6
314,13,11,6
314,13,7,8
315,13,13,2
315,13,13,3
315,13,12,4
315,13,8,6
315,13,8,6
315,13,91,8
316,18,11,2
316,18,14,3
316,18,17,4
316,18,11,6
316,18,16,6
316,18,11,8
317,37,56,2
317,37,17,3
317,37,14,4
317,37,11,6
317,37,13,6
317,37,14,8
318,27,12,2
318,27,13,3
318,27,17,4
318,27,11,6
318,27,10,6
318,27,8,8
319,10,12,2
319,10,11,3
319,10,9,4
319,10,8,6
319,10,10,6
319,10,9,8
320,13,11,2
320,13,11,3
320,13,12,4
320,13,10,6
320,13,10,6
320,13,8,8
321,13,12,2
321,13,13,3
321,13,8,4
321,13,10,6
321,13,10,6
321,13,7,8
322,11,13,2
322,11,13,3
322,11,10,4
322,11,12,6
322,11,8,6
322,11,11,8
323,12,15,2
323,12,13,3
323,12,9,4
323,12,9,6
323,12,10,6
323,12,10,8
324,13,11,2
324,13,12,3
324,13,12,4
324,13,11,6
324,13,11,6
324,13,7,8
325,13,14,2
325,13,13,3
325,13,10,4
325,13,9,6
325,13,10,6
325,13,9,8
326,13,12,2
326,13,14,3
326,13,8,4
326,13,10,6
326,13,13,6
326,13,9,8
327,12,11,2
327,12,14,3
327,12,12,4
327,12,9,6
327,12,9,6
327,12,10,8
328,14,12,2
328,14,13,3
328,14,9,4
328,14,10,6
328,14,10,6
328,14,8,8
329,10,13,2
329,10,14,3
329,10,11,4
329,10,10,6
329,10,8,6
329,10,10,8
330,12,12,2
330,12,12,3
330,12,9,4
330,12,11,6
330,12,9,6
330,12,10,8
331,10,15,2
331,10,15,3
331,10,11,4
331,10,10,6
331,10,10,6
331,10,8,8
332,13,14,2
332,13,16,3
332,13,25,4
332,13,16,6
332,13,41,6
332,13,25,8
333,21,32,2
333,21,16,3
333,21,14,4
333,21,11,6
333,21,11,6
333,21,10,8
334,13,12,2
334,13,11,3
334,13,12,4
334,13,11,6
334,13,11,6
334,13,8,8
335,11,13,2
335,11,13,3
335,11,11,4
335,11,8,6
335,11,11,6
335,11,11,8
336,12,16,2
336,12,15,3
336,12,11,4
336,12,9,6
336,12,8,6
336,12,10,8
337,12,14,2
337,12,15,3
337,12,11,4
337,12,9,6
337,12,10,6
337,12,10,8
338,13,15,2
338,13,14,3
338,13,10,4
338,13,12,6
338,13,11,6
338,13,10,8
339,14,15,2
339,14,15,3
339,14,11,4
339,14,9,6
339,14,8,6
339,14,11,8
340,12,14,2
340,12,13,3
340,12,9,4
340,12,11,6
340,12,10,6
340,12,10,8
341,13,14,2
341,13,14,3
341,13,10,4
341,13,11,6
341,13,13,6
341,13,12,8
342,19,20,2
342,19,36,3
342,19,28,4
342,19,20,6
342,19,22,6
342,19,12,8
343,14,14,2
343,14,15,3
343,14,24,4
343,14,16,6
343,14,10,6
343,14,19,8
344,16,13,2
344,16,19,3
344,16,16,4
344,16,13,6
344,16,13,6
344,16,11,8
345,15,14,2
345,15,14,3
345,15,15,4
345,15,13,6
345,15,14,6
345,15,12,8
346,17,14,2
346,17,14,3
346,17,19,4
346,17,30,6
346,17,27,6
346,17,23,8
347,20,32,2
347,20,19,3
347,20,19,4
347,20,26,6
347,20,19,6
347,20,19,8
348,22,29,2
348,22,15,3
348,22,12,4
348,22,12,6
348,22,12,6
348,22,9,8
349,12,14,2
349,12,13,3
349,12,11,4
349,12,11,6
349,12,12,6
349,12,12,8
350,13,14,2
350,13,15,3
350,13,10,4
350,13,12,6
350,13,16,6
350,13,9,8
351,13,16,2
351,13,15,3
351,13,11,4
351,13,10,6
351,13,11,6
351,13,11,8
352,16,14,2
352,16,14,3
352,16,12,4
352,16,12,6
352,16,14,6
352,16,16,8
353,15,15,2
353,15,15,3
353,15,17,4
353,15,15,6
353,15,18,6
353,15,38,8
354,29,20,2
354,29,29,3
354,29,31,4
354,29,13,6
354,29,12,6
354,29,10,8
355,14,15,2
355,14,15,3
355,14,11,4
355,14,11,6
355,14,11,6
355,14,12,8
356,15,15,2
356,15,15,3
356,15,12,4
356,15,13,6
356,15,12,6
356,15,9,8
357,13,15,2
357,13,13,3
357,13,11,4
357,13,11,6
357,13,10,6
357,13,11,8
358,14,16,2
358,14,16,3
358,14,14,4
358,14,9,6
358,14,11,6
358,14,14,8
359,14,13,2
359,14,13,3
359,14,10,4
359,14,10,6
359,14,12,6
359,14,11,8
360,14,17,2
360,14,15,3
360,14,12,4
360,14,10,6
360,14,10,6
360,14,12,8
361,14,15,2
361,14,16,3
361,14,14,4
361,14,12,6
361,14,11,6
361,14,12,8
362,14,15,2
362,14,16,3
362,14,13,4
362,14,11,6
362,14,12,6
362,14,12,8
363,13,16,2
363,13,16,3
363,13,11,4
363,13,10,6
363,13,11,6
363,13,11,8
364,18,18,2
364,18,16,3
364,18,14,4
364,18,10,6
364,18,11,6
364,18,11,8
365,16,16,2
365,16,15,3
365,16,12,4
365,16,12,6
365,16,11,6
365,16,13,8
366,14,16,2
366,14,15,3
366,14,13,4
366,14,12,6
366,14,11,6
366,14,10,8
367,14,14,2
367,14,16,3
367,14,11,4
367,14,11,6
367,14,12,6
367,14,12,8
368,17,15,2
368,17,15,3
368,17,11,4
368,17,11,6
368,17,13,6
368,17,11,8
369,14,19,2
369,14,16,3
369,14,14,4
369,14,12,6
369,14,12,6
369,14,11,8
370,15,16,2
370,15,16,3
370,15,13,4
370,15,127,6
370,15,16,6
370,15,15,8
371,15,17,2
371,15,31,3
371,15,12,4
371,15,13,6
371,15,12,6
371,15,12,8
372,15,17,2
372,15,17,3
372,15,15,4
372,15,14,6
372,15,12,6
372,15,12,8
373,15,16,2
373,15,17,3
373,15,13,4
373,15,13,6
373,15,13,6
373,15,12,8
374,17,16,2
374,17,16,3
374,17,13,4
374,17,13,6
374,17,12,6
374,17,12,8
375,15,17,2
375,15,16,3
375,15,14,4
375,15,13,6
375,15,13,6
375,15,12,8
376,15,16,2
376,15,16,3
376,15,13,4
376,15,16,6
376,15,13,6
376,15,12,8
377,15,17,2
377,15,17,3
377,15,12,4
377,15,12,6
377,15,14,6
377,15,12,8
378,15,17,2
378,15,17,3
378,15,12,4
378,15,12,6
378,15,13,6
378,15,13,8
379,15,19,2
379,15,16,3
379,15,14,4
379,15,15,6
379,15,14,6
379,15,13,8
380,17,16,2
380,17,17,3
380,17,16,4
380,17,12,6
380,17,9,6
380,17,11,8
381,15,16,2
381,15,17,3
381,15,15,4
381,15,13,6
381,15,10,6
381,15,11,8
382,16,17,2
382,16,17,3
382,16,15,4
382,16,13,6
382,16,13,6
382,16,12,8
383,16,17,2
383,16,17,3
383,16,14,4
383,16,13,6
383,16,13,6
383,16,12,8
384,17,16,2
384,17,18,3
384,17,12,4
384,17,11,6
384,17,13,6
384,17,13,8
385,18,20,2
385,18,17,3
385,18,14,4
385,18,12,6
385,18,11,6
385,18,13,8
386,19,20,2
386,19,80,3
386,19,19,4
386,19,18,6
386,19,17,6
386,19,17,8
387,25,18,2
387,25,17,3
387,25,14,4
387,25,14,6
387,25,15,6
387,25,13,8
388,17,17,2
388,17,18,3
388,17,12,4
388,17,14,6
388,17,15,6
388,17,13,8
389,17,17,2
389,17,17,3
389,17,14,4
389,17,14,6
389,17,17,6
389,17,12,8
390,15,17,2
390,15,17,3
390,15,14,4
390,15,13,6
390,15,13,6
390,15,13,8
391,16,17,2
391,16,18,3
391,16,14,4
391,16,13,6
391,16,25,6
391,16,41,8
392,40,43,2
392,40,36,3
392,40,18,4
392,40,19,6
392,40,22,6
392,40,17,8
393,21,20,2
393,21,18,3
393,21,14,4
393,21,13,6
393,21,14,6
393,21,14,8
394,18,20,2
394,18,19,3
394,18,16,4
394,18,16,6
394,18,26,6
394,18,33,8
395,21,32,2
395,21,37,3
395,21,114,4
395,21,17,6
395,21,15,6
395,21,17,8
396,21,21,2
396,21,21,3
396,21,20,4
396,21,16,6
396,21,17,6
396,21,18,8
397,26,27,2
397,26,21,3
397,26,20,4
397,26,20,6
397,26,38,6
397,26,33,8
398,39,40,2
398,39,22,3
398,39,21,4
398,39,17,6
398,39,20,6
398,39,46,8
399,26,38,2
399,26,31,3
399,26,28,4
399,26,28,6
399,26,24,6
399,26,27,8
400,24,30,2
400,24,24,3
400,24,17,4
400,24,16,6
400,24,16,6
400,24,16,8
401,19,20,2
401,19,22,3
401,19,17,4
401,19,17,6
401,19,15,6
401,19,22,8
402,20,20,2
402,20,20,3
402,20,17,4
402,20,15,6
402,20,16,6
402,20,15,8
403,19,22,2
403,19,20,3
403,19,16,4
403,19,16,6
403,19,16,6
403,19,16,8
404,19,21,2
404,19,21,3
404,19,18,4
404,19,18,6
404,19,16,6
404,19,15,8
405,19,21,2
405,19,20,3
405,19,15,4
405,19,14,6
405,19,15,6
405,19,14,8
406,19,21,2
406,19,21,3
406,19,18,4
406,19,18,6
406,19,17,6
406,19,12,8
407,19,20,2
407,19,22,3
407,19,17,4
407,19,16,6
407,19,15,6
407,19,15,8
408,20,20,2
408,20,20,3
408,20,16,4
408,20,17,6
408,20,18,6
408,20,15,8
409,20,20,2
409,20,21,3
409,20,17,4
409,20,15,6
409,20,15,6
409,20,15,8
410,19,20,2
410,19,20,3
410,19,17,4
410,19,16,6
410,19,14,6
410,19,15,8
411,19,19,2
411,19,21,3
411,19,17,4
411,19,16,6
411,19,16,6
411,19,15,8
412,20,21,2
412,20,21,3
412,20,17,4
412,20,16,6
412,20,15,6
412,20,16,8
413,21,21,2
413,21,22,3
413,21,18,4
413,21,16,6
413,21,17,6
413,21,15,8
414,21,21,2
414,21,24,3
414,21,20,4
414,21,16,6
414,21,16,6
414,21,15,8
415,19,20,2
415,19,26,3
415,19,17,4
415,19,14,6
415,19,16,6
415,19,16,8
416,22,23,2
416,22,23,3
416,22,16,4
416,22,17,6
416,22,17,6
416,22,16,8
417,21,21,2
417,21,23,3
417,21,18,4
417,21,17,6
417,21,16,6
417,21,16,8
418,20,20,2
418,20,22,3
418,20,17,4
418,20,15,6
418,20,18,6
418,20,17,8
419,21,21,2
419,21,22,3
419,21,17,4
419,21,16,6
419,21,18,6
419,21,17,8
420,20,22,2
420,20,24,3
420,20,162,4
420,20,17,6
420,20,18,6
420,20,24,8
421,28,23,2
421,28,26,3
421,28,21,4
421,28,20,6
421,28,18,6
421,28,21,8
422,24,24,2
422,24,24,3
422,24,17,4
422,24,16,6
422,24,17,6
422,24,17,8
423,21,21,2
423,21,23,3
423,21,19,4
423,21,18,6
423,21,18,6
423,21,16,8
424,22,23,2
424,22,23,3
424,22,18,4
424,22,17,6
424,22,16,6
424,22,16,8
425,21,23,2
425,21,23,3
425,21,18,4
425,21,16,6
425,21,16,6
425,21,16,8
426,22,39,2
426,22,23,3
426,22,19,4
426,22,15,6
426,22,19,6
426,22,17,8
427,21,23,2
427,21,23,3
427,21,19,4
427,21,19,6
427,21,16,6
427,21,14,8
428,21,21,2
428,21,25,3
428,21,18,4
428,21,20,6
428,21,21,6
428,21,20,8
429,21,22,2
429,21,25,3
429,21,20,4
429,21,18,6
429,21,16,6
429,21,15,8
430,21,21,2
430,21,25,3
430,21,17,4
430,21,17,6
430,21,17,6
430,21,15,8
431,27,31,2
431,27,58,3
431,27,42,4
431,27,36,6
431,27,47,6
431,27,29,8
432,33,35,2
432,33,22,3
432,33,19,4
432,33,17,6
432,33,16,6
432,33,14,8
433,28,24,2
433,28,24,3
433,28,18,4
433,28,18,6
433,28,17,6
433,28,17,8
434,22,26,2
434,22,37,3
434,22,35,4
434,22,18,6
434,22,16,6
434,22,24,8
435,45,24,2
435,45,24,3
435,45,19,4
435,45,17,6
435,45,19,6
435,45,16,8
436,21,23,2
436,21,26,3
436,21,19,4
436,21,16,6
436,21,18,6
436,21,17,8
437,21,22,2
437,21,22,3
437,21,20,4
437,21,16,6
437,21,18,6
437,21,15,8
438,21,22,2
438,21,22,3
438,21,18,4
438,21,17,6
438,21,18,6
438,21,15,8
439,21,22,2
439,21,23,3
439,21,18,4
439,21,16,6
439,21,17,6
439,21,15,8
440,21,22,2
440,21,22,3
440,21,17,4
440,21,16,6
440,21,18,6
440,21,16,8
441,21,21,2
441,21,23,3
441,21,18,4
441,21,19,6
441,21,16,6
441,21,16,8
442,21,22,2
442,21,24,3
442,21,18,4
442,21,17,6
442,21,17,6
442,21,16,8
443,21,21,2
443,21,23,3
443,21,19,4
443,21,18,6
443,21,19,6
443,21,17,8
444,22,23,2
444,22,23,3
444,22,19,4
444,22,17,6
444,22,17,6
444,22,153,8
445,36,42,2
445,36,29,3
445,36,22,4
445,36,19,6
445,36,19,6
445,36,16,8
446,22,23,2
446,22,23,3
446,22,18,4
446,22,17,6
446,22,18,6
446,22,17,8
447,22,23,2
447,22,23,3
447,22,18,4
447,22,17,6
447,22,19,6
447,22,17,8
448,24,27,2
448,24,30,3
448,24,23,4
448,24,23,6
448,24,19,6
448,24,26,8
449,28,25,2
449,28,27,3
449,28,29,4
449,28,48,6
449,28,26,6
449,28,39,8
450,43,43,2
450,43,54,3
450,43,31,4
450,43,37,6
450,43,21,6
450,43,20,8
451,27,26,2
451,27,24,3
451,27,21,4
451,27,22,6
451,27,23,6
451,27,25,8
452,30,32,2
452,30,29,3
452,30,34,4
452,30,92,6
452,30,25,6
452,30,25,8
453,42,27,2
453,42,28,3
453,42,87,4
453,42,28,6
453,42,22,6
453,42,23,8
454,222,37,2
454,222,29,3
454,222,147,4
454,222,49,6
454,222,28,6
454,222,31,8
455,124,42,2
455,124,30,3
455,124,59,4
455,124,24,6
455,124,26,6
455,124,22,8
456,195,61,2
456,195,54,3
456,195,26,4
456,195,23,6
456,195,25,6
456,195,20,8
457,55,43,2
457,55,50,3
457,55,49,4
457,55,26,6
457,55,42,6
457,55,25,8
458,74,30,2
458,74,32,3
458,74,21,4
458,74,22,6
458,74,20,6
458,74,23,8
459,29,52,2
459,29,35,3
459,29,23,4
459,29,24,6
459,29,26,6
459,29,20,8
460,38,28,2
460,38,31,3
460,38,24,4
460,38,26,6
460,38,21,6
460,38,19,8
461,35,31,2
461,35,56,3
461,35,35,4
461,35,22,6
461,35,24,6
461,35,27,8
462,35,43,2
462,35,38,3
462,35,57,4
462,35,27,6
462,35,25,6
462,35,25,8
463,51,66,2
463,51,40,3
463,51,37,4
463,51,23,6
463,51,20,6
463,51,20,8
464,24,43,2
464,24,48,3
464,24,36,4
464,24,37,6
464,24,32,6
464,24,23,8
465,29,31,2
465,29,33,3
465,29,35,4
465,29,25,6
465,29,22,6
465,29,19,8
466,25,26,2
466,25,28,3
466,25,27,4
466,25,29,6
466,25,42,6
466,25,34,8
467,40,33,2
467,40,28,3
467,40,29,4
467,40,23,6
467,40,25,6
467,40,23,8
468,25,25,2
468,25,26,3
468,25,19,4
468,25,18,6
468,25,17,6
468,25,17,8
469,25,26,2
469,25,27,3
469,25,21,4
469,25,18,6
469,25,20,6
469,25,18,8
470,30,41,2
470,30,31,3
470,30,23,4
470,30,24,6
470,30,22,6
470,30,21,8
471,28,30,2
471,28,30,3
471,28,21,4
471,28,18,6
471,28,19,6
471,28,17,8
472,26,26,2
472,26,27,3
472,26,20,4
472,26,18,6
472,26,18,6
472,26,17,8
473,26,26,2
473,26,28,3
473,26,23,4
473,26,18,6
473,26,19,6
473,26,18,8
474,25,28,2
474,25,26,3
474,25,20,4
474,25,19,6
474,25,19,6
474,25,17,8
475,26,27,2
475,26,29,3
475,26,22,4
475,26,18,6
475,26,19,6
475,26,18,8
476,26,29,2
476,26,32,3
476,26,27,4
476,26,20,6
476,26,21,6
476,26,19,8
477,26,28,2
477,26,28,3
477,26,22,4
477,26,21,6
477,26,20,6
477,26,17,8
478,25,25,2
478,25,25,3
478,25,19,4
478,25,18,6
478,25,18,6
478,25,17,8
479,26,26,2
479,26,25,3
479,26,23,4
479,26,18,6
479,26,18,6
479,26,18,8
480,26,27,2
480,26,27,3
480,26,20,4
480,26,22,6
480,26,19,6
480,26,20,8
481,28,27,2
481,28,28,3
481,28,22,4
481,28,21,6
481,28,26,6
481,28,27,8
482,24,25,2
482,24,26,3
482,24,19,4
482,24,18,6
482,24,18,6
482,24,18,8
483,24,26,2
483,24,26,3
483,24,21,4
483,24,17,6
483,24,17,6
483,24,16,8
484,25,26,2
484,25,24,3
484,25,22,4
484,25,23,6
484,25,19,6
484,25,22,8
485,26,26,2
485,26,27,3
485,26,24,4
485,26,19,6
485,26,20,6
485,26,19,8
486,25,26,2
486,25,27,3
486,25,26,4
486,25,19,6
486,25,18,6
486,25,19,8
487,25,26,2
487,25,26,3
487,25,21,4
487,25,20,6
487,25,27,6
487,25,19,8
488,28,27,2
488,28,24,3
488,28,18,4
488,28,19,6
488,28,18,6
488,28,28,8
489,27,27,2
489,27,26,3
489,27,20,4
489,27,20,6
489,27,21,6
489,27,23,8
490,34,31,2
490,34,36,3
490,34,31,4
490,34,30,6
490,34,28,6
490,34,29,8
491,66,29,2
491,66,28,3
491,66,19,4
491,66,17,6
491,66,17,6
491,66,15,8
492,22,23,2
492,22,23,3
492,22,17,4
492,22,16,6
492,22,16,6
492,22,15,8
493,22,23,2
493,22,23,3
493,22,19,4
493,22,16,6
493,22,15,6
493,22,16,8
494,22,22,2
494,22,22,3
494,22,17,4
494,22,16,6
494,22,15,6
494,22,15,8
495,21,22,2
495,21,22,3
495,21,19,4
495,21,16,6
495,21,15,6
495,21,14,8
496,22,23,2
496,22,25,3
496,22,25,4
496,22,47,6
496,22,19,6
496,22,24,8
497,27,28,2
497,27,25,3
497,27,18,4
497,27,16,6
497,27,16,6
497,27,16,8
498,22,23,2
498,22,25,3
498,22,17,4
498,22,16,6
498,22,15,6
498,22,14,8
499,22,22,2
499,22,22,3
499,22,17,4
499,22,16,6
499,22,15,6
499,22,15,8
500,22,23,2
500,22,25,3
500,22,19,4
500,22,18,6
500,22,17,6
500,22,14,8
501,22,23,2
501,22,24,3
501,22,22,4
501,22,18,6
501,22,20,6
501,22,18,8
502,24,26,2
502,24,27,3
502,24,23,4
502,24,22,6
502,24,22,6
502,24,23,8
503,32,25,2
503,32,24,3
503,32,19,4
503,32,17,6
503,32,16,6
503,32,16,8
504,23,25,2
504,23,24,3
504,23,18,4
504,23,16,6
504,23,17,6
504,23,17,8
505,24,24,2
505,24,24,3
505,24,20,4
505,24,20,6
505,24,23,6
505,24,21,8
506,25,27,2
506,25,28,3
506,25,20,4
506,25,21,6
506,25,21,6
506,25,21,8
507,24,24,2
507,24,24,3
507,24,18,4
507,24,16,6
507,24,17,6
507,24,15,8
508,25,26,2
508,25,25,3
508,25,20,4
508,25,22,6
508,25,18,6
508,25,18,8
509,25,25,2
509,25,26,3
509,25,18,4
509,25,22,6
509,25,19,6
509,25,17,8
510,26,28,2
510,26,30,3
510,26,23,4
510,26,22,6
510,26,20,6
510,26,20,8
511,29,27,2
511,29,32,3
511,29,22,4
511,29,21,6
511,29,21,6
511,29,20,8
512,26,29,2
512,26,26,3
512,26,21,4
512,26,18,6
512,26,17,6
512,26,17,8
513,25,26,2
513,25,25,3
513,25,20,4
513,25,18,6
513,25,19,6
513,25,21,8
514,27,27,2
514,27,26,3
514,27,20,4
514,27,20,6
514,27,19,6
514,27,18,8
515,29,27,2
515,29,29,3
515,29,22,4
515,29,22,6
515,29,20,6
515,29,19,8
516,32,34,2
516,32,30,3
516,32,23,4
516,32,21,6
516,32,26,6
516,32,25,8
517,31,27,2
517,31,29,3
517,31,21,4
517,31,19,6
517,31,20,6
517,31,21,8
518,27,31,2
518,27,28,3
518,27,22,4
518,27,21,6
518,27,20,6
518,27,20,8
519,26,27,2
519,26,27,3
519,26,21,4
519,26,20,6
519,26,20,6
519,26,19,8
520,31,30,2
520,31,30,3
520,31,25,4
520,31,23,6
520,31,21,6
520,31,24,8
521,30,33,2
521,30,31,3
521,30,25,4
521,30,21,6
521,30,19,6
521,30,18,8
522,27,27,2
522,27,28,3
522,27,22,4
522,27,20,6
522,27,19,6
522,27,19,8
523,33,34,2
523,33,33,3
523,33,24,4
523,33,25,6
523,33,26,6
523,33,19,8
524,30,33,2
524,30,29,3
524,30,21,4
524,30,19,6
524,30,22,6
524,30,18,8
525,27,28,2
525,27,32,3
525,27,25,4
525,27,21,6
525,27,22,6
525,27,23,8
526,33,32,2
526,33,31,3
526,33,27,4
526,33,23,6
526,33,19,6
526,33,17,8
527,27,29,2
527,27,26,3
527,27,161,4
527,27,54,6
527,27,21,6
527,27,22,8
528,24,25,2
528,24,27,3
528,24,21,4
528,24,19,6
528,24,19,6
528,24,21,8
529,29,29,2
529,29,27,3
529,29,22,4
529,29,33,6
529,29,21,6
529,29,21,8
530,29,28,2
530,29,26,3
530,29,23,4
530,29,21,6
530,29,21,6
530,29,19,8
531,24,25,2
531,24,26,3
531,24,19,4
531,24,19,6
531,24,18,6
531,24,17,8
532,25,27,2
532,25,27,3
532,25,23,4
532,25,20,6
532,25,22,6
532,25,20,8
533,31,27,2
533,31,27,3
533,31,21,4
533,31,20,6
533,31,26,6
